"","parking","rooms","balcony","terrace","price","elevator","surface","heating","swimming_pool","air_conditioner","tipo_vivienda"
"259",FALSE,3,FALSE,FALSE,249000,TRUE,125,FALSE,FALSE,FALSE,"Otros"
"260",TRUE,4,FALSE,FALSE,590000,FALSE,197,FALSE,FALSE,FALSE,"Casa"
"262",FALSE,2,FALSE,FALSE,205000,TRUE,44,FALSE,FALSE,FALSE,"Piso"
"263",FALSE,4,FALSE,FALSE,185000,TRUE,87,FALSE,FALSE,FALSE,"Piso"
"264",FALSE,3,FALSE,FALSE,314000,TRUE,65,FALSE,FALSE,FALSE,"Piso"
"265",FALSE,3,FALSE,FALSE,192850,FALSE,115,FALSE,FALSE,FALSE,"Piso"
"266",FALSE,2,FALSE,FALSE,258500,TRUE,73,FALSE,FALSE,FALSE,"Piso"
"267",FALSE,3,FALSE,FALSE,325000,TRUE,74,FALSE,FALSE,FALSE,"Piso"
"268",FALSE,3,FALSE,FALSE,325000,TRUE,74,FALSE,FALSE,FALSE,"Piso"
"269",FALSE,4,FALSE,TRUE,215000,FALSE,97,FALSE,FALSE,TRUE,"Piso"
"270",FALSE,2,FALSE,FALSE,178000,FALSE,85,TRUE,FALSE,FALSE,"Piso"
"271",FALSE,3,FALSE,FALSE,350000,FALSE,82,FALSE,FALSE,FALSE,"Piso"
"272",FALSE,4,FALSE,FALSE,290550,FALSE,180,TRUE,FALSE,FALSE,"Casa"
"273",FALSE,2,FALSE,FALSE,368500,TRUE,105,FALSE,FALSE,FALSE,"Piso"
"275",FALSE,4,FALSE,FALSE,399379,TRUE,119,TRUE,FALSE,FALSE,"Piso"
"276",FALSE,3,FALSE,TRUE,280000,FALSE,153,FALSE,FALSE,FALSE,"Casa"
"277",FALSE,4,FALSE,FALSE,335000,TRUE,112,FALSE,FALSE,FALSE,"Piso"
"279",FALSE,4,FALSE,FALSE,240000,TRUE,69,FALSE,FALSE,FALSE,"Piso"
"280",FALSE,4,FALSE,FALSE,208220,FALSE,118,FALSE,FALSE,FALSE,"Piso"
"281",FALSE,2,FALSE,FALSE,209000,FALSE,78,TRUE,FALSE,TRUE,"Piso"
"282",FALSE,3,FALSE,FALSE,285000,FALSE,155,TRUE,FALSE,FALSE,"Piso"
"283",FALSE,4,FALSE,FALSE,276400,FALSE,159,FALSE,FALSE,FALSE,"Casa"
"286",FALSE,3,FALSE,TRUE,255000,TRUE,69,FALSE,FALSE,FALSE,"Piso"
"288",FALSE,4,FALSE,TRUE,297800,FALSE,169,TRUE,FALSE,FALSE,"Casa"
"289",FALSE,4,FALSE,FALSE,289000,TRUE,110,FALSE,FALSE,FALSE,"Piso"
"290",FALSE,3,FALSE,FALSE,120000,TRUE,45,FALSE,FALSE,FALSE,"Otros"
"291",FALSE,3,FALSE,FALSE,230000,FALSE,88,FALSE,FALSE,FALSE,"Casa"
"293",FALSE,4,FALSE,TRUE,215000,FALSE,111,FALSE,FALSE,FALSE,"Piso"
"294",FALSE,4,FALSE,FALSE,220000,FALSE,90,TRUE,FALSE,TRUE,"Piso"
"295",FALSE,3,FALSE,FALSE,199000,FALSE,90,TRUE,FALSE,FALSE,"Piso"
"297",FALSE,3,FALSE,FALSE,135000,FALSE,42,TRUE,FALSE,TRUE,"Piso"
"298",FALSE,4,FALSE,FALSE,271000,TRUE,127,FALSE,FALSE,FALSE,"Piso"
"299",FALSE,2,FALSE,FALSE,194000,FALSE,105,FALSE,FALSE,FALSE,"Piso"
"300",FALSE,2,FALSE,FALSE,188000,TRUE,80,FALSE,FALSE,FALSE,"Piso"
"301",FALSE,3,FALSE,FALSE,210000,TRUE,92,FALSE,FALSE,FALSE,"Piso"
"302",FALSE,5,FALSE,TRUE,280000,FALSE,132,FALSE,FALSE,FALSE,"Casa"
"303",FALSE,3,FALSE,TRUE,199000,FALSE,85,FALSE,FALSE,FALSE,"Piso"
"304",FALSE,3,FALSE,FALSE,212800,TRUE,85,FALSE,FALSE,FALSE,"Piso"
"305",FALSE,4,FALSE,TRUE,169500,FALSE,100,FALSE,FALSE,FALSE,"Piso"
"306",FALSE,2,FALSE,TRUE,175000,FALSE,50,FALSE,FALSE,FALSE,"Piso"
"307",FALSE,2,FALSE,TRUE,298000,FALSE,200,FALSE,FALSE,FALSE,"Casa"
"308",FALSE,3,FALSE,TRUE,259000,FALSE,70,FALSE,FALSE,FALSE,"Casa"
"309",FALSE,2,FALSE,FALSE,149990,FALSE,50,FALSE,FALSE,FALSE,"Piso"
"310",FALSE,3,FALSE,FALSE,195000,FALSE,70,FALSE,FALSE,FALSE,"Piso"
"311",FALSE,2,FALSE,FALSE,105000,FALSE,55,FALSE,FALSE,FALSE,"Casa"
"312",FALSE,3,FALSE,TRUE,188900,FALSE,104,FALSE,FALSE,TRUE,"Casa"
"313",TRUE,4,FALSE,FALSE,299000,FALSE,100,FALSE,FALSE,FALSE,"Piso"
"314",FALSE,3,FALSE,FALSE,115000,FALSE,65,FALSE,FALSE,FALSE,"Piso"
"315",FALSE,2,FALSE,TRUE,146000,FALSE,60,FALSE,FALSE,FALSE,"Otros"
"316",FALSE,3,FALSE,FALSE,492000,FALSE,124,FALSE,FALSE,FALSE,"Piso"
"317",FALSE,4,FALSE,TRUE,195000,FALSE,114,TRUE,FALSE,FALSE,"Casa"
"318",TRUE,2,FALSE,FALSE,146000,FALSE,60,FALSE,FALSE,FALSE,"Piso"
"319",FALSE,3,FALSE,FALSE,155000,FALSE,70,FALSE,FALSE,TRUE,"Casa"
"320",FALSE,3,FALSE,FALSE,235400,TRUE,77,FALSE,FALSE,FALSE,"Piso"
"321",FALSE,2,FALSE,FALSE,135000,FALSE,65,FALSE,FALSE,FALSE,"Piso"
"322",FALSE,3,FALSE,FALSE,290000,TRUE,117,FALSE,FALSE,FALSE,"Piso"
"323",FALSE,2,FALSE,FALSE,110000,FALSE,92,FALSE,FALSE,FALSE,"Piso"
"324",FALSE,3,FALSE,TRUE,183400,FALSE,105,TRUE,FALSE,FALSE,"Casa"
"325",FALSE,3,FALSE,TRUE,125000,FALSE,57,FALSE,FALSE,FALSE,"Piso"
"326",FALSE,3,FALSE,TRUE,159000,FALSE,90,FALSE,FALSE,FALSE,"Casa"
"327",FALSE,3,FALSE,TRUE,258000,FALSE,177,FALSE,FALSE,FALSE,"Casa"
"328",FALSE,4,FALSE,FALSE,275000,TRUE,80,FALSE,FALSE,FALSE,"Piso"
"329",FALSE,3,FALSE,FALSE,210000,TRUE,90,FALSE,FALSE,FALSE,"Otros"
"330",FALSE,4,FALSE,FALSE,325000,TRUE,108,FALSE,FALSE,FALSE,"Piso"
"331",FALSE,2,FALSE,FALSE,179000,FALSE,80,FALSE,FALSE,FALSE,"Piso"
"332",FALSE,3,FALSE,FALSE,199000,FALSE,90,FALSE,FALSE,FALSE,"Piso"
"333",FALSE,4,FALSE,FALSE,275000,TRUE,98,FALSE,FALSE,FALSE,"Piso"
"334",FALSE,2,FALSE,FALSE,258500,TRUE,77,FALSE,FALSE,FALSE,"Piso"
"335",FALSE,3,FALSE,FALSE,324500,TRUE,91,FALSE,FALSE,FALSE,"Piso"
"336",FALSE,4,FALSE,FALSE,361900,TRUE,106,FALSE,FALSE,FALSE,"Piso"
"337",FALSE,4,FALSE,FALSE,349800,TRUE,106,FALSE,FALSE,FALSE,"Piso"
"338",FALSE,4,FALSE,FALSE,345000,TRUE,120,FALSE,FALSE,FALSE,"Piso"
"339",FALSE,4,FALSE,TRUE,278000,FALSE,180,FALSE,FALSE,FALSE,"Casa"
"341",FALSE,4,FALSE,TRUE,197000,FALSE,135,TRUE,FALSE,FALSE,"Casa"
"343",FALSE,3,FALSE,FALSE,368500,TRUE,112,FALSE,FALSE,FALSE,"Piso"
"344",FALSE,4,FALSE,TRUE,295000,TRUE,107,FALSE,FALSE,FALSE,"Piso"
"345",TRUE,3,FALSE,FALSE,427000,TRUE,100,FALSE,FALSE,FALSE,"Piso"
"346",FALSE,3,FALSE,TRUE,208000,FALSE,69,TRUE,FALSE,FALSE,"Piso"
"347",FALSE,3,FALSE,FALSE,120000,FALSE,69,FALSE,FALSE,FALSE,"Piso"
"349",FALSE,4,FALSE,FALSE,209000,FALSE,115,TRUE,FALSE,FALSE,"Piso"
"351",FALSE,3,FALSE,FALSE,167000,TRUE,97,FALSE,FALSE,FALSE,"Piso"
"352",FALSE,4,FALSE,FALSE,317000,TRUE,106,FALSE,FALSE,FALSE,"Piso"
"353",FALSE,3,FALSE,FALSE,120000,FALSE,69,FALSE,FALSE,FALSE,"Piso"
"354",FALSE,4,FALSE,TRUE,590000,TRUE,197,FALSE,FALSE,FALSE,"Casa"
"355",FALSE,2,FALSE,TRUE,178000,FALSE,85,FALSE,FALSE,FALSE,"Piso"
"356",FALSE,3,FALSE,FALSE,199000,FALSE,85,TRUE,FALSE,FALSE,"Piso"
"357",FALSE,2,FALSE,FALSE,178000,FALSE,85,TRUE,FALSE,FALSE,"Piso"
"358",FALSE,4,FALSE,FALSE,260000,TRUE,112,FALSE,FALSE,FALSE,"Piso"
"359",FALSE,3,FALSE,FALSE,350000,TRUE,82,FALSE,FALSE,FALSE,"Piso"
"360",FALSE,4,FALSE,TRUE,335000,FALSE,203,FALSE,FALSE,FALSE,"Casa"
"361",FALSE,4,FALSE,TRUE,330000,FALSE,164,FALSE,FALSE,FALSE,"Casa"
"362",FALSE,4,FALSE,FALSE,285000,TRUE,106,FALSE,FALSE,FALSE,"Piso"
"363",FALSE,4,FALSE,FALSE,357500,TRUE,106,FALSE,FALSE,FALSE,"Piso"
"364",FALSE,4,FALSE,FALSE,98000,FALSE,58,FALSE,FALSE,FALSE,"Piso"
"365",FALSE,3,FALSE,FALSE,260000,TRUE,100,FALSE,FALSE,FALSE,"Piso"
"366",FALSE,4,FALSE,TRUE,208220,FALSE,117,FALSE,FALSE,FALSE,"Piso"
"367",FALSE,3,FALSE,FALSE,245000,TRUE,80,FALSE,FALSE,FALSE,"Piso"
"368",TRUE,3,FALSE,FALSE,350000,FALSE,82,FALSE,FALSE,FALSE,"Piso"
"369",FALSE,3,FALSE,FALSE,2e+05,TRUE,77,FALSE,FALSE,FALSE,"Piso"
"370",FALSE,4,FALSE,FALSE,285000,TRUE,127,FALSE,FALSE,FALSE,"Piso"
"371",FALSE,3,FALSE,FALSE,120000,TRUE,40,FALSE,FALSE,FALSE,"Otros"
"372",FALSE,4,FALSE,FALSE,310000,TRUE,100,FALSE,FALSE,FALSE,"Piso"
"373",TRUE,3,FALSE,FALSE,265000,TRUE,70,FALSE,FALSE,FALSE,"Piso"
"374",FALSE,5,FALSE,FALSE,550000,TRUE,180,FALSE,FALSE,FALSE,"Piso"
"376",FALSE,3,FALSE,TRUE,379000,TRUE,110,FALSE,FALSE,FALSE,"Piso"
"377",FALSE,3,FALSE,FALSE,180000,FALSE,92,TRUE,FALSE,FALSE,"Piso"
"378",FALSE,3,FALSE,FALSE,395000,TRUE,72,FALSE,FALSE,FALSE,"Piso"
"379",FALSE,4,FALSE,TRUE,125000,FALSE,50,FALSE,FALSE,FALSE,"Otros"
"380",FALSE,4,FALSE,TRUE,248000,FALSE,176,FALSE,FALSE,FALSE,"Casa"
"381",TRUE,3,FALSE,FALSE,297000,TRUE,105,FALSE,FALSE,FALSE,"Piso"
"382",FALSE,3,FALSE,FALSE,180000,TRUE,74,FALSE,FALSE,FALSE,"Piso"
"383",FALSE,5,FALSE,FALSE,415000,FALSE,193,TRUE,FALSE,FALSE,"Casa"
"384",FALSE,3,FALSE,TRUE,350000,FALSE,82,FALSE,FALSE,FALSE,"Piso"
"385",FALSE,2,FALSE,FALSE,85000,FALSE,48,FALSE,FALSE,TRUE,"Piso"
"386",FALSE,3,FALSE,TRUE,326000,FALSE,120,FALSE,FALSE,FALSE,"Piso"
"388",FALSE,4,FALSE,FALSE,215000,FALSE,111,FALSE,FALSE,FALSE,"Piso"
"389",TRUE,3,FALSE,FALSE,350000,FALSE,82,FALSE,FALSE,FALSE,"Piso"
"390",FALSE,3,FALSE,FALSE,199000,FALSE,85,TRUE,FALSE,FALSE,"Piso"
"391",FALSE,3,FALSE,FALSE,175000,FALSE,78,FALSE,FALSE,TRUE,"Piso"
"392",FALSE,2,FALSE,FALSE,89000,FALSE,60,FALSE,FALSE,FALSE,"Piso"
"393",FALSE,2,FALSE,FALSE,230000,TRUE,79,FALSE,FALSE,FALSE,"Piso"
"394",FALSE,4,FALSE,FALSE,310000,TRUE,150,FALSE,FALSE,FALSE,"Otros"
"395",FALSE,3,FALSE,FALSE,309000,TRUE,129,FALSE,FALSE,FALSE,"Piso"
"396",FALSE,4,FALSE,FALSE,275000,TRUE,90,FALSE,FALSE,FALSE,"Piso"
"397",FALSE,3,FALSE,FALSE,220000,TRUE,75,FALSE,FALSE,FALSE,"Piso"
"398",FALSE,3,FALSE,FALSE,140000,TRUE,131,FALSE,FALSE,FALSE,"Piso"
"399",FALSE,3,FALSE,FALSE,210000,TRUE,63,FALSE,FALSE,FALSE,"Piso"
"400",FALSE,3,FALSE,FALSE,205000,FALSE,101,TRUE,FALSE,FALSE,"Piso"
"401",FALSE,4,FALSE,TRUE,315000,FALSE,120,FALSE,FALSE,FALSE,"Casa"
"402",TRUE,2,FALSE,TRUE,399000,FALSE,45,FALSE,FALSE,FALSE,"Otros"
"403",FALSE,3,FALSE,TRUE,375000,TRUE,86,FALSE,FALSE,FALSE,"Piso"
"404",FALSE,4,FALSE,FALSE,285000,TRUE,75,FALSE,FALSE,FALSE,"Piso"
"405",FALSE,5,FALSE,TRUE,369000,TRUE,206,FALSE,FALSE,FALSE,"Casa"
"406",FALSE,3,FALSE,FALSE,199000,FALSE,80,FALSE,FALSE,FALSE,"Piso"
"408",FALSE,2,FALSE,FALSE,85000,FALSE,80,FALSE,FALSE,FALSE,"Piso"
"409",FALSE,3,FALSE,TRUE,375000,TRUE,91,FALSE,FALSE,FALSE,"Piso"
"411",FALSE,3,FALSE,TRUE,205000,FALSE,79,FALSE,FALSE,FALSE,"Piso"
"412",FALSE,3,FALSE,FALSE,169900,TRUE,70,FALSE,FALSE,FALSE,"Piso"
"413",FALSE,3,FALSE,FALSE,174900,FALSE,78,FALSE,FALSE,FALSE,"Piso"
"414",FALSE,4,FALSE,TRUE,375000,FALSE,205,FALSE,FALSE,FALSE,"Casa"
"415",FALSE,2,FALSE,FALSE,178000,FALSE,85,FALSE,FALSE,FALSE,"Piso"
"416",FALSE,3,FALSE,FALSE,260000,TRUE,102,FALSE,FALSE,FALSE,"Piso"
"417",FALSE,2,FALSE,FALSE,185000,TRUE,70,FALSE,FALSE,FALSE,"Piso"
"418",FALSE,3,FALSE,FALSE,180000,TRUE,70,FALSE,FALSE,FALSE,"Piso"
"419",FALSE,3,FALSE,FALSE,175000,FALSE,100,FALSE,FALSE,FALSE,"Piso"
"420",FALSE,2,FALSE,FALSE,165000,FALSE,48,FALSE,FALSE,TRUE,"Piso"
"425",FALSE,5,FALSE,TRUE,615000,FALSE,145,FALSE,FALSE,FALSE,"Casa"
"427",FALSE,2,FALSE,FALSE,360000,TRUE,110,FALSE,FALSE,FALSE,"Piso"
"428",FALSE,5,FALSE,TRUE,279000,FALSE,204,FALSE,FALSE,FALSE,"Casa"
"429",FALSE,3,FALSE,FALSE,2e+05,TRUE,74,FALSE,FALSE,FALSE,"Piso"
"430",FALSE,3,FALSE,FALSE,485000,TRUE,117,FALSE,FALSE,FALSE,"Piso"
"431",FALSE,4,FALSE,FALSE,354800,FALSE,134,FALSE,FALSE,FALSE,"Piso"
"432",FALSE,3,FALSE,FALSE,350500,FALSE,111,FALSE,FALSE,FALSE,"Piso"
"433",FALSE,3,FALSE,FALSE,353500,FALSE,112,FALSE,FALSE,FALSE,"Piso"
"434",FALSE,3,FALSE,FALSE,296700,FALSE,106,FALSE,FALSE,FALSE,"Piso"
"435",FALSE,3,FALSE,FALSE,289100,FALSE,95,FALSE,FALSE,FALSE,"Piso"
"436",FALSE,3,FALSE,FALSE,279900,FALSE,106,FALSE,FALSE,FALSE,"Piso"
"437",FALSE,2,FALSE,FALSE,217800,FALSE,75,FALSE,FALSE,FALSE,"Piso"
"438",FALSE,2,FALSE,FALSE,197440,TRUE,43,FALSE,FALSE,FALSE,"Piso"
"439",FALSE,3,FALSE,FALSE,165000,TRUE,65,TRUE,FALSE,FALSE,"Piso"
"440",FALSE,3,FALSE,FALSE,329000,TRUE,122,FALSE,FALSE,FALSE,"Piso"
"441",FALSE,2,FALSE,FALSE,165000,FALSE,52,FALSE,FALSE,TRUE,"Piso"
"442",FALSE,3,FALSE,TRUE,154000,TRUE,60,FALSE,FALSE,FALSE,"Piso"
"443",FALSE,2,FALSE,FALSE,183000,TRUE,65,FALSE,FALSE,FALSE,"Piso"
"444",FALSE,5,FALSE,TRUE,295000,FALSE,140,FALSE,FALSE,FALSE,"Piso"
"446",FALSE,4,FALSE,FALSE,275000,TRUE,80,FALSE,FALSE,FALSE,"Piso"
"447",FALSE,2,FALSE,FALSE,218000,TRUE,75,FALSE,FALSE,FALSE,"Piso"
"448",FALSE,3,FALSE,FALSE,311000,TRUE,94,FALSE,FALSE,FALSE,"Piso"
"449",FALSE,4,FALSE,TRUE,375000,FALSE,205,FALSE,FALSE,FALSE,"Casa"
"450",FALSE,2,FALSE,TRUE,315000,FALSE,82,FALSE,FALSE,FALSE,"Piso"
"451",FALSE,3,FALSE,TRUE,315000,FALSE,109,FALSE,FALSE,FALSE,"Casa"
"452",FALSE,3,FALSE,FALSE,249500,TRUE,98,FALSE,FALSE,FALSE,"Piso"
"453",FALSE,4,FALSE,FALSE,289500,TRUE,114,FALSE,FALSE,FALSE,"Piso"
"454",FALSE,3,FALSE,FALSE,244500,TRUE,105,FALSE,FALSE,FALSE,"Piso"
"455",FALSE,3,FALSE,FALSE,224500,TRUE,96,FALSE,FALSE,FALSE,"Piso"
"456",FALSE,3,FALSE,FALSE,229500,TRUE,87,FALSE,FALSE,FALSE,"Piso"
"457",FALSE,2,FALSE,FALSE,199500,TRUE,72,FALSE,FALSE,FALSE,"Piso"
"458",FALSE,3,FALSE,FALSE,193700,TRUE,43,FALSE,FALSE,FALSE,"Otros"
"459",FALSE,2,FALSE,FALSE,191790,TRUE,42,FALSE,FALSE,FALSE,"Piso"
"460",FALSE,2,FALSE,FALSE,191460,TRUE,42,FALSE,FALSE,FALSE,"Piso"
"461",FALSE,4,FALSE,TRUE,188000,FALSE,95,FALSE,FALSE,FALSE,"Piso"
"462",FALSE,4,FALSE,FALSE,285000,FALSE,182,FALSE,FALSE,FALSE,"Piso"
"463",FALSE,3,FALSE,FALSE,312000,TRUE,129,FALSE,FALSE,FALSE,"Piso"
"464",FALSE,3,FALSE,FALSE,350000,FALSE,85,FALSE,FALSE,FALSE,"Piso"
"465",FALSE,4,FALSE,FALSE,341300,FALSE,118,TRUE,FALSE,FALSE,"Otros"
"466",FALSE,3,FALSE,FALSE,295000,FALSE,127,TRUE,FALSE,FALSE,"Casa"
"467",FALSE,5,FALSE,TRUE,495000,FALSE,169,FALSE,FALSE,FALSE,"Casa"
"468",FALSE,3,FALSE,FALSE,250000,TRUE,95,FALSE,FALSE,FALSE,"Piso"
"469",FALSE,4,FALSE,TRUE,298800,TRUE,107,FALSE,FALSE,FALSE,"Piso"
"470",FALSE,3,FALSE,FALSE,138500,FALSE,92,FALSE,FALSE,FALSE,"Piso"
"471",FALSE,2,FALSE,FALSE,143000,FALSE,60,FALSE,FALSE,FALSE,"Piso"
"472",FALSE,2,FALSE,FALSE,188000,TRUE,66,FALSE,FALSE,FALSE,"Piso"
"473",FALSE,3,FALSE,FALSE,156000,TRUE,61,FALSE,FALSE,FALSE,"Piso"
"474",FALSE,2,FALSE,FALSE,196000,TRUE,43,FALSE,FALSE,FALSE,"Piso"
"475",FALSE,4,FALSE,TRUE,310000,FALSE,160,TRUE,FALSE,FALSE,"Casa"
"476",FALSE,3,FALSE,FALSE,192850,FALSE,99,FALSE,FALSE,FALSE,"Piso"
"477",FALSE,4,FALSE,TRUE,186000,FALSE,94,FALSE,FALSE,FALSE,"Piso"
"478",FALSE,3,FALSE,FALSE,199000,FALSE,85,FALSE,FALSE,FALSE,"Piso"
"479",FALSE,3,FALSE,FALSE,237000,TRUE,105,FALSE,FALSE,FALSE,"Piso"
"480",FALSE,3,FALSE,FALSE,223000,TRUE,90,FALSE,FALSE,FALSE,"Piso"
"481",FALSE,3,FALSE,TRUE,287000,TRUE,104,FALSE,FALSE,FALSE,"Piso"
"482",FALSE,2,FALSE,FALSE,77900,FALSE,57,FALSE,FALSE,FALSE,"Piso"
"484",FALSE,4,FALSE,FALSE,321000,TRUE,91,FALSE,FALSE,FALSE,"Piso"
"485",FALSE,4,FALSE,TRUE,368000,FALSE,204,FALSE,FALSE,FALSE,"Casa"
"487",FALSE,6,FALSE,TRUE,385000,FALSE,160,FALSE,FALSE,FALSE,"Casa"
"488",FALSE,4,FALSE,TRUE,362000,FALSE,158,TRUE,FALSE,FALSE,"Casa"
"489",FALSE,2,FALSE,FALSE,178920,TRUE,42,FALSE,FALSE,FALSE,"Piso"
"490",FALSE,2,FALSE,FALSE,186900,TRUE,42,FALSE,FALSE,FALSE,"Piso"
"492",FALSE,4,FALSE,FALSE,168000,FALSE,106,FALSE,FALSE,FALSE,"Piso"
"494",TRUE,4,FALSE,FALSE,345000,TRUE,152,FALSE,FALSE,FALSE,"Piso"
"496",FALSE,3,FALSE,FALSE,199000,FALSE,85,FALSE,FALSE,FALSE,"Piso"
"497",FALSE,2,FALSE,TRUE,270000,FALSE,75,FALSE,FALSE,FALSE,"Piso"
"498",FALSE,2,FALSE,FALSE,261970,TRUE,59,FALSE,FALSE,FALSE,"Otros"
"499",FALSE,3,FALSE,FALSE,320200,TRUE,74,FALSE,FALSE,FALSE,"Otros"
"500",FALSE,3,FALSE,FALSE,65000,FALSE,65,FALSE,FALSE,FALSE,"Otros"
"501",FALSE,4,FALSE,FALSE,365000,FALSE,199,TRUE,FALSE,TRUE,"Casa"
"502",FALSE,4,FALSE,TRUE,349000,FALSE,184,FALSE,FALSE,FALSE,"Casa"
"503",FALSE,4,FALSE,FALSE,372000,FALSE,135,FALSE,FALSE,FALSE,"Otros"
"504",FALSE,2,FALSE,FALSE,178000,FALSE,80,FALSE,FALSE,FALSE,"Piso"
"505",FALSE,3,FALSE,FALSE,165000,FALSE,68,FALSE,FALSE,FALSE,"Piso"
"506",FALSE,2,FALSE,FALSE,430000,TRUE,64,FALSE,FALSE,FALSE,"Piso"
"507",FALSE,2,FALSE,FALSE,360000,TRUE,64,FALSE,FALSE,FALSE,"Piso"
"508",FALSE,3,FALSE,FALSE,475000,TRUE,89,FALSE,FALSE,FALSE,"Piso"
"509",FALSE,3,FALSE,FALSE,495000,TRUE,89,FALSE,FALSE,FALSE,"Piso"
"510",FALSE,5,FALSE,TRUE,545000,FALSE,202,FALSE,FALSE,FALSE,"Casa"
"512",FALSE,3,FALSE,TRUE,2e+05,TRUE,76,FALSE,FALSE,FALSE,"Piso"
"513",FALSE,3,FALSE,FALSE,189000,TRUE,81,FALSE,FALSE,FALSE,"Piso"
"514",FALSE,3,FALSE,FALSE,230000,FALSE,113,FALSE,FALSE,FALSE,"Otros"
"515",FALSE,3,FALSE,TRUE,280000,FALSE,147,FALSE,FALSE,FALSE,"Casa"
"516",FALSE,2,FALSE,FALSE,260000,TRUE,123,FALSE,FALSE,FALSE,"Piso"
"517",FALSE,3,FALSE,FALSE,375000,TRUE,75,FALSE,FALSE,FALSE,"Piso"
"518",TRUE,3,FALSE,TRUE,115000,FALSE,60,FALSE,FALSE,FALSE,"Otros"
"519",FALSE,3,FALSE,FALSE,207000,TRUE,71,FALSE,FALSE,FALSE,"Piso"
"520",FALSE,5,FALSE,TRUE,280000,FALSE,132,FALSE,FALSE,FALSE,"Otros"
"521",TRUE,3,FALSE,FALSE,350000,FALSE,82,FALSE,FALSE,FALSE,"Piso"
"522",FALSE,3,FALSE,FALSE,325000,TRUE,99,FALSE,FALSE,FALSE,"Piso"
"524",FALSE,2,FALSE,FALSE,155000,FALSE,76,FALSE,FALSE,FALSE,"Piso"
